-,-,-,-,-,-,-,-,-,-,-,-
0.28,0.95,-0.17,-4.82,1.83,-6.59,1.00,8.37,3,178,31,3
0.28,0.90,-0.16,-4.27,1.04,-4.58,0.95,6.35,3,178,28,2
0.27,0.93,-0.17,-3.48,2.87,1.89,0.99,4.89,3,175,29,2
0.26,0.95,-0.19,-1.22,2.01,2.69,1.00,3.57,3,175,25,1
0.27,0.93,-0.19,0.73,-1.40,-0.12,0.99,1.59,3,174,24,0
0.27,0.93,-0.15,3.66,-2.01,4.70,0.98,6.29,4,175,19,3
0.26,0.94,-0.19,6.35,0.73,7.26,0.99,9.67,3,173,17,3
0.27,0.90,-0.16,7.08,0.43,5.86,0.95,9.20,3,175,17,2
0.27,0.86,-0.18,14.95,3.54,22.28,0.92,27.06,3,170,16,0
0.52,0.71,-0.10,42.24,9.09,62.50,0.89,75.98,4,161,12,5
0.19,0.96,-0.14,43.70,0.85,56.21,0.99,71.21,4,155,11,8
0.14,1.03,-0.06,38.02,-3.91,23.62,1.04,44.93,4,151,13,13
0.15,0.99,-0.04,13.00,-0.49,4.33,1.00,13.71,5,153,16,13
0.16,0.99,-0.10,-1.22,1.95,-6.04,1.01,6.47,5,152,18,14
0.16,1.00,-0.09,-7.39,1.04,-26.79,1.02,27.81,4,160,20,10
0.33,1.12,-0.21,-9.28,-8.18,-61.65,1.18,62.87,4,167,26,4
0.24,1.31,-0.06,-7.45,-22.09,-94.97,1.34,97.79,3,174,42,3
0.26,0.95,-0.03,3.23,-4.27,-55.18,0.98,55.44,3,183,60,3
0.31,0.89,-0.10,-13.79,2.50,-53.71,0.95,55.51,2,195,70,5
0.34,0.84,-0.12,-14.47,3.78,-44.98,0.92,47.40,2,203,78,4
0.35,0.88,-0.11,-15.44,4.27,-36.56,0.96,39.92,2,216,85,7
0.36,0.82,-0.11,-15.14,5.68,-32.78,0.90,36.55,2,225,90,4
0.38,0.78,-0.13,-19.29,9.46,-18.43,0.87,28.31,2,229,92,6
0.39,0.79,-0.19,-16.72,8.73,-8.73,0.90,20.79,2,225,88,6
0.38,0.77,-0.14,-15.93,6.77,-0.92,0.87,17.34,2,217,91,4
0.38,0.81,-0.16,-18.43,11.05,11.29,0.91,24.28,2,211,83,5
0.39,1.03,-0.25,-18.62,11.29,11.66,1.13,24.70,2,206,79,4
0.36,0.87,-0.17,-17.70,7.57,3.48,0.96,19.56,2,201,72,5
0.37,0.87,-0.22,-19.84,10.44,4.76,0.97,22.91,3,198,65,4
0.38,0.93,-0.26,-14.16,9.34,13.55,1.04,21.71,3,196,56,3
0.36,1.01,-0.26,-5.13,5.25,12.57,1.11,14.56,3,194,59,4
0.35,0.90,-0.23,0.24,2.56,5.62,1.00,6.18,3,194,61,3
0.34,0.83,-0.22,-1.34,4.39,9.28,0.92,10.35,3,195,59,6
0.34,0.96,-0.26,-0.73,4.94,12.63,1.05,13.59,3,193,54,4
0.33,0.86,-0.20,-1.59,4.27,8.00,0.95,9.20,3,194,54,3
0.33,0.93,-0.25,-7.20,7.32,8.79,1.02,13.52,3,194,50,4
0.33,0.94,-0.25,-6.84,5.43,3.72,1.02,9.49,3,190,53,0
0.32,0.87,-0.24,-7.26,5.62,2.62,0.96,9.55,3,189,50,3
0.34,0.94,-0.31,1.95,6.53,10.50,1.05,12.52,3,190,47,4
0.32,0.91,-0.26,6.47,1.53,6.23,1.00,9.11,3,190,48,5
0.30,0.93,-0.25,8.73,1.59,7.26,1.01,11.47,3,188,47,4
0.30,0.92,-0.25,6.71,1.71,6.10,1.00,9.23,3,189,48,3
0.30,0.91,-0.23,4.82,0.55,2.08,0.99,5.28,3,186,47,3
0.31,0.90,-0.25,3.17,1.83,3.48,0.98,5.05,3,187,44,4
0.30,0.93,-0.25,9.46,-0.73,5.62,1.00,11.03,3,186,46,4
0.29,0.92,-0.22,10.80,-2.32,0.24,1.00,11.05,3,188,45,4
0.29,0.93,-0.21,3.17,-0.12,-1.83,1.00,3.67,3,187,48,5
0.34,0.95,-0.24,-2.62,0.73,-7.63,1.04,8.10,3,186,48,4
0.30,0.97,-0.26,-2.62,-3.97,-20.45,1.05,20.99,3,187,51,2
0.33,0.99,-0.28,17.64,-6.04,-12.82,1.08,22.63,3,189,53,3
0.32,0.92,-0.17,20.81,-8.24,-16.05,0.99,27.55,3,193,61,5
0.33,1.04,-0.22,18.92,-5.80,-18.68,1.11,27.21,2,200,70,5
0.36,1.07,-0.25,35.10,-13.92,-25.02,1.16,45.29,2,206,82,6
0.32,0.73,-0.06,47.61,-20.14,-30.40,0.80,59.97,2,215,93,6
0.34,0.74,-0.04,17.64,-5.68,-21.06,0.82,28.05,2,221,97,6
0.39,0.81,-0.16,-1.22,2.26,-11.35,0.92,11.64,2,224,106,8
0.40,0.84,-0.18,6.16,-0.37,-3.23,0.95,6.97,2,226,107,6
0.39,0.83,-0.12,12.45,-2.62,2.20,0.92,12.91,2,226,108,6
0.38,0.87,-0.11,6.47,-0.12,4.33,0.95,7.79,2,225,104,7
0.38,0.79,-0.13,1.46,2.26,10.62,0.88,10.96,2,224,103,5
0.38,0.81,-0.12,0.31,2.93,18.31,0.90,18.55,2,218,98,7
0.35,0.83,-0.10,-12.70,6.41,27.71,0.90,31.15,2,207,90,6
0.35,1.08,-0.18,-18.13,9.46,27.53,1.15,34.29,2,201,87,7
0.33,0.95,-0.14,-14.47,5.49,12.51,1.02,19.90,3,197,76,4
0.32,0.95,-0.14,-31.62,10.38,6.16,1.02,33.84,3,195,66,4
0.34,0.94,-0.22,-35.34,12.39,-0.73,1.02,37.46,3,193,56,3
0.35,0.93,-0.28,-22.46,8.97,-1.71,1.03,24.25,3,193,52,5
0.35,0.98,-0.31,2.38,-2.75,-4.88,1.09,6.09,3,194,55,3
0.33,0.85,-0.16,16.72,-4.46,-2.08,0.93,17.43,3,192,61,3
0.33,0.84,-0.16,8.42,-0.43,2.38,0.92,8.76,3,194,64,5
0.33,0.90,-0.19,-0.98,3.97,7.02,0.98,8.12,3,193,59,4
0.34,0.95,-0.22,-0.24,3.17,5.86,1.03,6.67,3,192,62,4
0.33,0.92,-0.20,2.44,1.46,1.34,1.00,3.15,3,193,58,5
0.33,0.94,-0.21,3.30,0.67,-1.95,1.02,3.89,3,191,62,4
0.33,0.90,-0.19,4.76,-0.31,-2.81,0.98,5.54,3,191,65,4
0.33,0.92,-0.20,2.44,1.04,-2.87,1.00,3.91,3,192,66,4
0.35,0.97,-0.24,8.61,-2.20,-5.49,1.06,10.44,3,195,71,3
0.34,0.93,-0.16,18.74,-5.00,-7.39,1.00,20.75,3,197,78,6
0.34,1.05,-0.19,17.33,-4.03,-9.89,1.12,20.36,2,200,85,6
0.36,0.97,-0.20,29.66,-8.73,-13.67,1.05,33.81,2,207,92,5
0.38,1.01,-0.22,42.54,-13.43,-13.12,1.10,46.50,2,216,107,7
0.39,0.95,-0.09,48.95,-18.19,-14.59,1.03,54.22,2,227,114,8
0.34,0.80,0.01,42.72,-12.57,-8.30,0.87,45.30,2,238,121,5
0.38,0.89,-0.09,26.18,-4.15,-2.69,0.97,26.65,1,257,123,8
0.38,0.87,-0.04,23.13,-4.15,-0.73,0.94,23.51,1,273,124,6
0.38,0.90,-0.04,21.55,-3.66,2.62,0.98,22.01,1,290,123,6
0.37,0.91,-0.02,19.47,-3.30,3.66,0.98,20.08,1,301,124,8
0.37,0.93,-0.01,14.95,-2.20,0.55,1.00,15.12,1,307,119,7
0.37,0.89,-0.00,9.89,-1.10,-0.24,0.97,9.95,1,315,121,8
0.38,0.95,-0.02,7.08,-0.06,-1.16,1.03,7.17,1,321,123,5
0.38,0.96,-0.01,8.18,-0.61,-4.21,1.03,9.22,1,331,122,7
0.38,0.92,-0.02,11.84,-1.83,-7.57,1.00,14.17,1,344,121,6
0.37,0.82,0.03,12.39,-2.01,-5.86,0.90,13.85,1,359,116,7
0.38,0.87,0.01,7.75,0.18,-0.31,0.95,7.76,1,369,121,5
0.38,0.89,0.01,10.44,-1.16,3.42,0.97,11.04,1,374,122,7
0.37,0.88,0.05,7.57,-0.18,3.66,0.96,8.41,1,377,120,6
0.37,0.88,0.02,2.38,1.34,2.75,0.95,3.87,1,371,120,7
0.37,0.90,0.02,-1.53,1.89,5.25,0.97,5.78,1,366,121,7
0.37,0.88,0.01,0.12,1.28,5.92,0.95,6.06,1,356,122,7
0.36,0.81,0.03,-1.34,0.98,9.22,0.89,9.36,1,346,119,7
0.35,0.92,0.03,-6.29,1.95,14.22,0.98,15.67,1,324,123,7
0.36,1.07,-0.01,-3.60,1.83,10.93,1.13,11.65,1,312,121,7
0.37,1.05,-0.02,4.33,-0.37,-0.43,1.11,4.37,1,308,122,7
0.35,0.94,0.03,5.74,-0.98,-7.02,1.00,9.12,1,322,123,7
0.36,0.90,0.02,4.88,0.24,-7.81,0.97,9.22,1,338,120,7
0.37,0.87,0.01,2.26,2.08,-4.52,0.95,5.46,1,346,122,8
0.37,0.90,-0.00,5.25,0.61,-0.12,0.97,5.29,1,351,120,7
0.35,0.85,0.05,6.10,0.06,0.12,0.92,6.11,1,352,121,7
0.37,0.93,0.01,1.10,2.20,1.65,1.00,2.96,1,349,122,7
0.37,0.92,0.00,2.44,1.34,0.43,0.99,2.82,1,349,122,7
0.36,0.82,0.03,1.59,0.85,2.87,0.89,3.39,1,348,122,9
0.34,0.81,0.05,-3.17,1.46,10.19,0.88,10.78,1,337,122,9
0.35,0.87,0.01,-5.86,2.26,15.87,0.93,17.07,1,324,117,7
0.33,0.90,0.02,-7.39,1.89,20.26,0.96,21.65,1,289,123,7
0.32,0.90,0.02,-13.18,4.21,22.03,0.95,26.02,2,245,124,6
0.32,1.02,-0.02,-15.01,5.55,22.83,1.07,27.88,2,217,121,7
0.31,1.04,-0.03,-9.16,3.66,15.32,1.09,18.22,2,203,121,7
0.29,0.98,0.00,-9.16,2.56,5.00,1.02,10.74,2,197,122,6
0.29,0.94,-0.00,-19.17,4.39,-4.94,0.99,20.27,3,192,126,6
0.30,0.91,-0.02,-31.74,7.75,-9.34,0.96,33.98,3,191,126,7
0.30,0.92,-0.05,-41.32,11.96,-9.03,0.97,43.96,3,192,123,6
0.31,0.93,-0.09,-45.47,13.37,-8.12,0.98,48.09,3,191,111,6
0.32,0.98,-0.14,-34.48,9.77,-5.98,1.04,36.34,3,192,102,6
0.33,0.89,-0.14,-22.83,6.29,-5.19,0.96,24.24,3,192,91,4
0.32,0.90,-0.16,-19.04,6.84,-0.31,0.97,20.24,3,189,82,5
0.32,0.93,-0.17,-17.58,6.35,3.91,1.00,19.09,3,190,75,4
0.32,0.97,-0.20,-7.63,4.39,4.58,1.04,9.92,3,188,69,5
0.32,0.95,-0.18,2.01,1.40,0.79,1.02,2.58,3,189,71,4
0.32,0.96,-0.19,10.80,-0.85,-0.12,1.03,10.84,3,188,74,6
0.33,0.96,-0.20,22.22,-4.03,-4.46,1.03,23.01,3,189,79,6
0.32,0.97,-0.14,29.36,-7.51,-8.30,1.03,31.42,3,192,90,4
0.34,1.07,-0.17,40.34,-9.40,-12.94,1.13,43.40,2,198,99,5
0.32,0.72,-0.04,50.84,-16.30,-12.94,0.79,54.94,2,205,110,6
0.29,0.74,0.05,26.86,-5.98,-1.65,0.79,27.56,2,207,111,7
0.34,0.92,-0.07,7.63,1.53,6.77,0.98,10.32,2,207,115,8
0.33,0.95,-0.05,7.20,0.18,3.30,1.01,7.92,2,206,116,6
0.32,0.90,-0.03,3.48,0.85,0.12,0.95,3.58,2,206,113,7
0.33,0.96,-0.06,-1.77,1.95,-1.10,1.01,2.86,2,206,113,7
0.34,0.97,-0.09,0.79,0.73,-5.43,1.04,5.54,2,209,119,8
0.33,0.95,-0.04,2.99,-0.43,-7.75,1.01,8.32,2,216,120,7
0.35,1.00,-0.09,12.82,-3.42,-13.92,1.06,19.23,2,233,119,7
0.35,0.98,-0.04,16.11,-3.91,-12.57,1.04,20.81,2,254,119,6
0.39,0.98,-0.10,24.60,-6.77,-14.83,1.06,29.51,1,284,113,6
0.36,0.97,0.00,30.40,-8.61,-14.53,1.03,34.77,1,326,109,6
0.39,0.92,-0.04,36.68,-8.42,-15.50,1.00,40.70,1,399,107,6
0.38,0.80,0.00,45.53,-12.70,-7.69,0.89,47.89,1,447,100,5
0.36,0.71,0.09,45.04,-13.24,2.75,0.80,47.03,1,473,100,6
0.31,0.51,0.15,27.71,-7.39,13.61,0.62,31.74,1,459,102,5
0.30,0.72,0.17,-9.16,4.39,26.79,0.80,28.65,1,410,100,7
0.38,0.99,-0.03,-28.08,11.05,28.20,1.06,41.30,1,371,101,7
0.35,1.05,-0.01,-13.85,3.91,18.86,1.10,23.73,1,323,107,6
0.32,1.00,0.04,-10.13,2.08,8.30,1.05,13.26,1,291,110,6
0.33,1.01,-0.00,-7.14,2.38,-3.05,1.07,8.12,1,276,108,7
0.33,0.92,0.03,-3.42,0.98,-9.77,0.98,10.39,1,275,110,6
0.33,0.90,0.03,-6.35,2.38,-9.22,0.96,11.44,1,276,115,5
0.33,0.89,0.02,-8.97,3.36,-6.35,0.95,11.49,1,273,116,7
0.32,0.83,0.04,-13.79,4.70,-3.42,0.90,14.97,2,253,117,8
0.34,0.92,0.01,-23.68,8.73,-0.18,0.98,25.24,2,236,116,5
0.36,1.00,-0.07,-11.84,4.52,-3.48,1.07,13.14,2,229,114,6
0.33,0.92,-0.01,-7.63,2.62,-2.32,0.98,8.39,2,224,119,6
0.35,0.91,-0.04,-5.86,2.87,-1.83,0.98,6.78,2,219,114,8
0.34,0.88,-0.03,-2.93,2.38,1.10,0.95,3.93,2,216,120,6
0.34,0.89,-0.04,-2.62,2.62,3.91,0.96,5.39,2,214,117,7
0.34,0.93,-0.04,-3.05,3.17,5.74,0.99,7.23,2,210,118,7
0.34,0.95,-0.05,-2.38,2.93,4.76,1.01,6.08,2,206,116,7
0.33,0.91,-0.03,-0.79,2.38,3.11,0.97,4.00,2,205,120,6
0.33,0.93,-0.05,-2.87,3.05,4.76,0.98,6.34,2,204,120,7
0.33,0.95,-0.06,0.31,2.32,5.62,1.01,6.08,2,201,120,7
0.34,1.01,-0.08,5.86,0.79,1.04,1.06,6.00,2,202,120,7
0.34,0.95,-0.08,13.24,-1.53,-4.76,1.01,14.16,2,208,122,7
0.32,0.86,-0.01,15.26,-2.62,-5.31,0.92,16.37,2,216,123,7
0.32,0.93,-0.00,8.42,-0.67,-1.89,0.98,8.66,2,224,121,7
0.33,0.91,-0.03,7.02,0.00,-2.08,0.97,7.32,2,227,123,7
0.33,0.88,-0.01,2.87,0.92,-0.12,0.94,3.01,2,228,121,6
0.33,0.93,-0.03,-1.40,2.26,2.26,0.99,3.49,2,224,123,7
0.33,0.93,-0.02,-1.22,1.77,1.53,0.99,2.64,2,222,120,6
0.33,0.91,-0.02,-3.05,2.56,1.71,0.97,4.34,2,215,120,7
0.33,0.96,-0.03,-5.25,3.30,1.59,1.01,6.40,2,211,124,5
0.33,0.94,-0.04,-3.42,2.44,-0.37,1.00,4.22,2,209,120,7
0.33,0.96,-0.04,-2.38,2.26,-0.43,1.02,3.31,2,208,122,4
0.34,1.03,-0.06,0.73,1.59,-2.44,1.08,3.00,2,209,121,6
0.34,0.97,-0.06,12.45,-2.26,-7.45,1.03,14.68,2,217,123,5
0.32,0.98,-0.00,13.12,-2.62,-7.93,1.04,15.56,1,235,124,6
0.36,0.97,-0.06,18.01,-2.81,-10.68,1.04,21.12,1,271,124,6
0.35,0.90,-0.01,23.32,-4.82,-10.01,0.97,25.83,1,302,123,6
0.34,0.84,0.02,22.16,-3.66,-4.46,0.90,22.89,1,327,122,7
0.34,0.81,0.03,14.28,-1.77,0.61,0.88,14.40,1,341,121,6
0.32,0.79,0.09,4.64,0.12,6.77,0.86,8.21,1,325,121,6
0.34,0.88,0.02,-6.41,3.30,10.93,0.94,13.09,1,302,115,7
0.35,0.98,-0.01,-9.34,4.15,9.58,1.04,14.01,1,277,119,5
0.33,0.94,0.02,-9.09,3.11,5.19,1.00,10.92,1,257,121,8
0.32,0.98,0.01,-13.98,5.00,2.20,1.03,15.01,2,239,121,5
0.34,0.96,-0.03,-15.14,5.74,-0.85,1.02,16.21,2,232,117,7
0.34,0.92,-0.03,-11.17,4.64,-0.49,0.98,12.10,2,224,121,6
0.35,0.97,-0.06,-5.92,3.42,-0.31,1.04,6.84,2,221,122,8
0.33,0.93,-0.01,2.14,0.61,0.61,0.99,2.30,2,220,123,6
0.34,0.96,-0.05,5.86,0.37,-1.71,1.02,6.11,2,220,118,6
0.33,0.92,-0.00,9.83,-1.22,-3.91,0.98,10.64,2,227,123,7
0.33,0.91,0.00,7.75,-0.12,-2.75,0.96,8.22,2,236,118,8
0.33,0.88,-0.01,8.73,-0.12,-0.98,0.94,8.78,1,245,122,7
0.33,0.88,0.01,5.25,0.24,1.83,0.94,5.56,1,243,118,7
0.33,0.92,0.01,-0.55,1.89,3.05,0.98,3.63,2,236,120,7
0.33,0.92,-0.01,-2.20,2.01,1.71,0.98,3.44,2,231,121,9
0.32,0.90,0.00,-4.76,2.44,0.73,0.96,5.40,2,224,119,7
0.32,0.92,-0.02,-11.05,5.07,1.22,0.98,12.21,2,218,120,6
0.33,0.95,-0.04,-10.38,4.82,0.85,1.01,11.47,2,214,124,7
0.33,0.95,-0.04,-7.20,3.48,-0.73,1.01,8.03,2,212,125,7
0.33,0.95,-0.05,-4.03,2.75,-1.16,1.01,5.01,2,208,119,7
0.33,0.94,-0.04,-0.18,1.53,-1.22,1.00,1.96,2,211,125,7
0.33,0.92,-0.04,2.81,1.10,-1.22,0.98,3.25,2,208,123,5
0.33,0.91,-0.03,3.30,1.16,0.67,0.97,3.56,2,210,125,7
0.33,0.96,-0.05,3.30,1.28,-0.06,1.02,3.54,2,210,124,6
0.34,0.96,-0.06,6.35,0.24,-5.19,1.02,8.20,2,214,122,7
0.32,0.97,-0.06,6.47,0.37,-6.65,1.03,9.29,2,226,126,6
0.34,0.86,-0.03,16.78,-2.50,-8.91,0.93,19.17,1,245,125,8
0.33,0.82,0.01,13.49,-1.71,-2.69,0.88,13.86,1,257,126,6
0.34,0.90,-0.00,8.42,0.06,1.89,0.96,8.63,1,262,121,7
0.34,0.91,-0.01,8.12,0.00,2.26,0.97,8.43,1,262,124,8
0.33,0.89,0.02,5.19,0.24,2.14,0.95,5.62,1,259,123,7
0.33,0.93,0.00,-0.24,1.89,1.89,0.99,2.69,1,256,125,5
0.33,0.93,-0.00,-1.53,1.89,0.49,0.99,2.48,1,248,122,8
0.33,0.90,-0.00,-3.05,2.08,0.37,0.96,3.71,2,243,126,7
0.33,0.96,-0.01,-3.23,2.32,0.06,1.02,3.98,2,240,125,6
0.34,0.94,-0.02,1.46,0.92,-2.01,0.99,2.65,2,238,126,8
0.33,0.92,-0.00,2.08,0.79,-2.08,0.98,3.04,2,238,125,7
0.33,0.93,-0.01,3.36,0.85,-1.46,0.99,3.76,2,240,126,8
0.34,0.95,-0.02,7.63,0.00,-2.69,1.01,8.09,1,249,123,7
0.33,0.89,0.01,8.30,-0.31,-2.75,0.95,8.75,1,258,124,6
0.35,0.94,-0.03,5.43,0.43,-2.20,1.00,5.88,1,271,124,6
0.34,0.93,-0.00,8.85,-0.55,-3.72,0.99,9.62,1,286,121,7
0.34,0.88,0.02,7.93,-0.61,-3.30,0.94,8.61,1,295,126,7
0.34,0.90,0.01,2.75,0.92,-2.08,0.96,3.56,1,294,125,7
0.34,0.90,0.02,0.43,1.28,-1.46,0.96,1.99,1,288,127,9
0.34,0.91,0.01,-1.83,2.01,-0.37,0.97,2.75,1,285,126,8
0.34,0.92,0.00,-1.89,1.89,-0.37,0.98,2.70,1,279,126,8
0.34,0.89,0.01,-2.81,1.95,-0.31,0.95,3.43,1,274,125,7
0.34,0.89,-0.00,-6.90,3.17,0.61,0.95,7.62,1,265,123,7
0.34,0.95,-0.01,-6.16,3.66,1.53,1.01,7.33,1,256,126,8
0.34,0.93,-0.02,-1.28,1.71,-0.12,0.99,2.14,1,251,128,7
0.34,0.95,-0.00,-1.10,1.65,-0.12,1.00,1.98,2,248,127,8
0.34,0.93,-0.02,1.34,1.04,-1.46,0.99,2.24,1,245,124,6
0.34,0.91,-0.01,0.06,1.59,-0.24,0.97,1.61,1,245,123,7
0.34,0.93,-0.01,0.37,1.59,-0.43,0.99,1.68,2,244,127,7
0.34,0.93,-0.01,0.98,1.34,-1.16,0.99,2.03,2,242,127,7
0.34,0.96,-0.00,3.30,0.92,-2.26,1.02,4.10,1,245,127,6
0.34,0.99,-0.00,7.51,-0.31,-3.91,1.05,8.47,1,255,126,8
0.34,0.88,0.01,9.70,-0.79,-4.15,0.95,10.58,1,271,129,7
0.34,0.89,0.01,5.25,0.79,-2.01,0.96,5.68,1,286,128,7
0.35,0.92,-0.01,4.94,0.67,0.18,0.99,4.99,1,294,128,7
0.34,0.90,0.01,4.82,0.24,0.49,0.97,4.85,1,298,125,8
0.34,0.90,0.02,0.55,1.22,0.61,0.96,1.47,1,296,129,7
0.35,0.90,-0.00,-2.26,1.95,0.67,0.97,3.06,1,284,129,7
0.34,0.91,0.01,-4.58,1.40,0.73,0.97,4.84,1,275,129,6
0.34,0.90,0.01,-9.70,2.56,0.00,0.96,10.04,1,261,129,8
0.34,0.92,-0.00,-15.14,4.70,-0.73,0.98,15.87,2,243,130,6
0.34,0.92,-0.02,-16.60,5.49,-1.65,0.98,17.56,2,229,130,8
0.34,0.95,-0.02,-17.33,5.25,-2.50,1.01,18.28,2,219,131,6
0.35,0.92,-0.05,-15.01,4.82,-4.88,0.99,16.51,2,215,128,7
0.35,0.90,-0.05,-14.71,5.74,-1.16,0.97,15.83,2,210,126,6
0.35,0.92,-0.06,-14.47,5.49,1.77,0.98,15.57,2,204,124,7
0.35,0.96,-0.08,-11.54,5.00,2.01,1.03,12.73,2,200,121,8
0.35,0.98,-0.10,-5.31,3.36,-1.34,1.05,6.42,3,200,122,6
0.35,0.93,-0.08,1.04,1.16,-3.60,1.00,3.92,3,198,121,7
0.35,0.94,-0.08,4.76,0.24,-2.38,1.00,5.33,2,200,123,7
0.35,0.89,-0.07,8.67,-0.92,-1.10,0.96,8.78,2,203,119,7
0.35,0.91,-0.06,6.90,0.06,2.08,0.97,7.20,2,205,123,8
0.35,0.93,-0.06,4.82,0.67,2.14,0.99,5.32,2,207,123,7
0.35,0.95,-0.07,3.60,0.67,-0.31,1.01,3.68,2,207,127,6
0.35,0.97,-0.06,6.23,0.12,-1.95,1.03,6.53,2,214,122,8
0.36,0.96,-0.08,16.72,-2.08,-2.14,1.03,16.99,2,222,129,7
0.34,0.82,-0.01,22.16,-4.70,1.40,0.89,22.69,2,229,127,7
0.33,0.87,-0.01,12.27,-0.92,6.65,0.93,13.99,2,229,128,7
0.34,0.94,-0.04,7.26,0.49,6.84,1.01,9.99,2,228,126,8
0.33,0.94,-0.01,5.00,0.43,4.09,1.00,6.48,2,225,128,8
0.34,0.94,-0.03,0.67,1.77,1.10,1.00,2.19,2,222,130,8
0.34,0.91,-0.03,-0.85,1.89,-0.43,0.97,2.12,2,220,130,7
0.34,0.91,-0.03,-4.21,2.62,0.37,0.97,4.98,2,217,129,7
0.34,0.92,-0.04,-4.46,2.99,1.40,0.98,5.55,2,215,129,8
0.34,0.93,-0.04,-2.93,2.32,1.77,0.99,4.13,2,212,123,7
0.34,0.93,-0.05,-0.92,2.08,2.81,0.99,3.61,2,210,129,8
0.33,0.92,-0.03,1.10,1.53,4.33,0.98,4.72,2,210,122,7
0.33,0.92,-0.04,0.55,1.34,5.55,0.98,5.74,2,205,123,7
0.32,0.95,-0.03,-9.58,4.03,10.86,1.00,15.04,2,199,118,8
0.33,1.02,-0.08,-5.74,3.91,10.56,1.07,12.64,3,194,122,6
0.31,0.98,-0.04,0.43,1.22,4.58,1.03,4.76,3,193,119,7
0.31,0.96,-0.05,-1.04,2.01,-1.83,1.02,2.91,3,193,120,7
0.31,0.93,-0.05,-3.11,2.32,-2.44,0.98,4.59,3,191,120,7
0.32,0.94,-0.06,-2.93,2.38,-2.44,0.99,4.50,3,193,119,9
0.32,0.94,-0.06,-0.73,1.83,-2.20,0.99,2.95,3,194,118,6
0.32,0.95,-0.06,0.00,1.34,-2.75,1.01,3.06,3,193,119,5
0.32,0.95,-0.06,1.46,1.40,-3.78,1.00,4.29,2,195,117,7
0.32,0.93,-0.06,2.50,0.85,-4.58,0.98,5.29,2,199,117,6
0.32,0.89,-0.05,0.79,1.28,-3.66,0.94,3.96,2,199,122,6
0.33,0.91,-0.07,-0.73,2.01,-1.46,0.97,2.60,2,201,118,8
0.33,0.92,-0.07,1.53,1.16,1.10,0.98,2.21,2,201,117,7
0.32,0.94,-0.06,3.11,0.98,0.79,1.00,3.36,2,200,122,7
0.32,0.93,-0.05,2.56,0.92,-0.61,0.99,2.79,2,198,118,7
0.32,0.93,-0.06,1.34,1.46,-1.10,0.99,2.27,2,199,118,8
0.33,0.91,-0.06,1.53,1.40,-1.16,0.97,2.38,2,197,123,7
0.32,0.91,-0.05,1.89,1.28,0.55,0.97,2.35,2,199,122,7
0.32,0.91,-0.06,2.44,1.40,2.38,0.97,3.69,2,200,119,7
0.32,0.91,-0.05,2.93,1.28,3.72,0.97,4.91,2,199,124,8
0.32,0.94,-0.06,2.62,1.16,3.97,0.99,4.90,2,198,123,8
0.31,0.94,-0.05,2.26,1.16,1.77,0.99,3.09,3,196,119,7
0.31,0.95,-0.06,1.59,1.53,0.61,1.00,2.28,2,195,121,6
0.31,0.94,-0.05,2.56,0.98,-0.61,0.99,2.81,2,196,120,7
0.31,0.92,-0.05,2.44,1.10,-0.85,0.98,2.81,3,197,118,7
0.32,0.93,-0.05,1.95,1.10,-0.49,0.98,2.29,2,198,119,7
0.32,0.93,-0.05,1.46,1.34,-0.43,0.99,2.03,2,198,121,5
0.32,0.93,-0.06,1.65,1.28,-0.49,0.98,2.14,2,196,118,6
0.32,0.93,-0.05,1.71,1.16,0.06,0.98,2.07,2,198,120,7
0.31,0.93,-0.05,2.20,1.22,1.16,0.98,2.77,2,196,119,7
0.31,0.94,-0.05,2.14,1.16,1.04,0.99,2.64,2,198,120,8
0.31,0.93,-0.05,1.71,0.92,0.98,0.98,2.17,2,198,119,7
0.31,0.94,-0.05,1.22,1.10,1.16,0.99,2.01,2,198,121,7
0.31,0.94,-0.05,1.46,1.28,-0.24,0.99,1.96,3,199,120,6
0.31,0.93,-0.05,1.40,1.16,-0.85,0.99,2.01,2,197,117,6
0.31,0.93,-0.05,1.53,1.16,-0.73,0.98,2.05,2,198,119,6
0.31,0.94,-0.05,1.34,1.40,-0.12,0.99,1.95,2,197,120,7
0.31,0.93,-0.05,1.28,1.40,-0.31,0.99,1.93,2,198,122,7
0.31,0.95,-0.05,1.46,1.10,-1.40,1.00,2.31,2,198,122,7
0.32,0.97,-0.08,2.87,0.92,-3.54,1.02,4.65,2,202,120,7
0.31,0.95,-0.04,6.65,-0.73,-5.74,1.00,8.82,2,203,123,7
0.32,0.97,-0.05,5.68,0.00,-6.16,1.02,8.38,2,211,126,6
0.32,0.92,-0.05,9.64,-1.40,-7.08,0.98,12.05,2,216,127,7












































































































































's'













0.33,0.86,-0.04,13.00,-1.34,-2.87,0.92,13.38,2,224,124,7
0.32,0.88,-0.02,11.41,-0.79,3.85,0.94,12.07,2,226,129,7
0.32,0.91,-0.03,9.77,0.18,8.42,0.97,12.90,2,227,129,7
