-,-,-,-,-,-,-,-,-,-,-,-
1.07,0.84,0.03,-8.73,3.48,-18.43,1.36,20.69,0,0,0,4
1.17,1.01,0.16,-10.07,11.90,-51.82,1.56,54.11,1,700,0,4
1.07,0.81,0.04,9.52,21.67,-70.25,1.35,74.13,1,653,0,11
0.02,0.99,0.17,11.78,-0.67,-14.53,1.01,18.71,2,530,0,20
-0.03,1.01,0.14,11.90,-5.43,-2.38,1.02,13.30,3,491,0,30
0.04,1.02,0.08,1.10,1.34,-18.62,1.03,18.70,5,470,0,40
0.05,0.86,0.13,1.83,2.87,-18.01,0.87,18.32,7,457,3,51
0.13,0.90,0.08,-13.55,5.98,-13.61,0.91,20.12,12,453,9,62
0.11,1.04,0.02,-8.18,4.21,-4.33,1.05,10.17,21,444,13,77
0.07,1.00,0.07,6.10,0.37,-2.87,1.01,6.75,39,429,18,88
0.09,0.96,0.10,5.31,0.85,-6.04,0.97,8.09,55,425,23,97
0.10,0.99,0.07,1.28,1.22,-4.76,1.00,5.08,67,426,25,105
0.10,0.98,0.07,2.08,0.49,-3.36,0.99,3.98,79,426,29,107
0.12,0.97,0.08,3.66,1.04,-6.84,0.98,7.82,117,427,30,110
0.10,0.95,0.09,2.44,1.22,-4.33,0.96,5.12,115,437,34,106
0.11,0.96,0.07,1.04,1.53,-2.81,0.97,3.36,128,442,39,109
0.10,0.95,0.08,0.24,0.61,-1.65,0.96,1.77,117,439,42,108
0.09,0.98,0.07,1.10,0.67,-2.56,0.99,2.87,165,443,45,112
0.10,0.97,0.08,2.14,1.28,-3.36,0.98,4.18,211,446,45,113
0.10,0.97,0.08,2.87,1.77,-2.99,0.98,4.51,150,445,48,109
0.10,0.97,0.08,3.48,0.73,-3.30,0.98,4.85,163,453,48,107
0.10,0.97,0.08,3.60,0.98,-4.46,0.98,5.81,219,459,51,99
0.12,0.96,0.08,4.94,2.32,-4.76,0.97,7.24,151,467,56,93
0.11,0.96,0.09,4.94,0.31,-4.70,0.97,6.83,169,471,60,93
0.12,0.96,0.09,5.37,0.49,-4.15,0.97,6.81,169,472,58,90
0.11,0.96,0.09,5.37,0.49,-4.76,0.98,7.19,268,479,65,84
0.12,0.96,0.10,6.04,0.67,-6.16,0.97,8.66,166,484,68,76
0.12,0.96,0.10,4.76,1.22,-6.71,0.98,8.32,150,492,72,68
0.13,0.95,0.10,4.39,0.73,-7.69,0.96,8.89,216,504,77,61
0.13,0.97,0.11,3.85,0.92,-8.06,0.99,8.97,193,511,75,47
0.13,0.98,0.11,3.78,2.01,-12.88,1.00,13.57,179,536,85,33
0.15,0.97,0.10,3.48,2.62,-15.38,0.99,15.99,177,555,87,23
0.16,0.99,0.10,2.26,2.26,-16.54,1.01,16.85,233,586,92,13
0.16,1.06,0.10,3.66,2.08,-20.69,1.07,21.11,135,614,94,8
0.15,1.06,0.15,-2.26,3.54,-33.08,1.08,33.35,113,657,99,5
0.16,1.18,0.15,-14.77,6.90,-52.55,1.20,55.02,62,704,98,2
0.18,1.24,0.14,-24.05,11.54,-77.76,1.26,82.21,29,754,95,0
0.21,1.28,0.10,-25.33,13.73,-100.16,1.30,104.22,14,770,90,0
0.27,1.36,0.05,-22.09,12.21,-135.07,1.39,137.41,9,782,78,0
0.32,1.36,0.01,-24.66,8.85,-164.98,1.40,167.05,6,782,54,0
0.37,1.41,0.08,-36.32,6.96,-195.43,1.46,198.90,4,761,33,0
0.47,1.26,0.02,-44.62,7.63,-209.11,1.35,213.95,2,743,17,0
0.52,0.83,-0.24,-53.96,0.12,-181.09,1.01,188.96,1,711,9,1
0.01,0.61,-0.16,-60.85,-40.34,-111.33,0.63,133.13,1,681,1,2
-0.34,0.34,-0.11,-31.92,-62.93,-39.79,0.49,81.01,1,655,0,3
-0.44,0.47,-0.05,-20.26,-93.57,46.33,0.64,106.36,1,655,0,2
-0.51,0.38,0.08,-14.47,-90.33,66.89,0.64,113.33,1,654,0,2
-0.62,0.40,0.08,-18.55,-61.16,124.82,0.74,140.23,1,656,0,3
-0.42,0.70,0.05,-27.04,-34.79,175.11,0.82,180.57,1,654,0,2
-0.06,0.98,0.02,-23.80,-30.40,203.86,0.98,207.48,1,645,0,3
0.31,1.09,-0.07,-21.67,-50.35,210.21,1.13,217.24,1,646,0,4
0.35,1.39,0.17,-28.93,-94.30,191.41,1.44,215.33,1,659,0,2
0.36,1.43,0.34,-35.83,-95.83,161.68,1.51,191.33,1,673,0,2
0.50,1.52,0.48,-25.70,-56.21,137.57,1.67,150.82,1,690,0,2
0.83,1.23,0.40,-12.39,-41.75,110.41,1.54,118.69,1,705,0,1
1.13,1.03,0.25,-41.93,-60.42,80.26,1.55,108.86,1,710,0,2
1.43,1.64,0.60,-22.71,-70.98,42.24,2.26,85.66,1,708,0,3
1.37,0.85,0.55,28.63,-56.82,-15.20,1.71,65.42,1,652,0,5
1.34,0.91,0.77,29.60,-15.81,-59.27,1.79,68.11,1,576,0,13
0.39,0.75,0.16,18.37,11.96,-14.65,0.86,26.37,2,508,0,21
-0.11,1.14,0.03,17.40,4.21,0.37,1.15,17.90,4,454,0,38
0.11,1.06,0.07,23.74,8.00,-30.58,1.07,39.53,8,444,9,53
0.15,1.02,0.07,20.45,2.81,-24.35,1.03,31.92,16,446,16,63
0.16,0.91,0.11,19.41,2.32,-15.87,0.93,25.18,28,451,22,67
0.10,0.96,0.10,6.65,2.38,-12.51,0.97,14.37,39,455,29,73
0.14,0.93,0.12,4.64,2.44,-10.56,0.95,11.79,52,457,38,75
0.14,0.95,0.10,1.04,2.08,-4.88,0.97,5.41,68,462,42,80
0.11,0.98,0.10,2.01,2.87,-2.38,0.99,4.24,88,461,47,82
0.12,0.96,0.11,1.16,-1.71,-3.72,0.97,4.26,92,467,49,86
0.12,0.94,0.10,2.08,2.08,-0.98,0.96,3.09,100,466,54,86
0.12,0.98,0.10,2.81,3.85,-0.49,0.99,4.79,113,464,56,87
0.12,0.97,0.10,3.11,0.49,-3.23,0.99,4.52,132,468,61,91
0.12,0.97,0.10,3.23,3.97,-3.78,0.98,6.37,155,473,67,87
0.11,0.97,0.11,1.71,-2.81,-6.10,0.99,6.93,171,481,66,86
0.13,0.96,0.11,4.27,1.65,-4.03,0.98,6.10,166,485,70,86
0.13,0.96,0.11,4.52,2.38,-4.58,0.98,6.86,205,493,78,81
0.13,0.95,0.11,3.11,-3.60,-6.10,0.97,7.74,212,500,76,75
0.14,0.95,0.11,3.23,0.37,-4.52,0.96,5.57,142,509,81,70
0.14,0.94,0.11,2.93,0.61,-4.03,0.96,5.02,192,517,82,63
0.14,0.98,0.10,2.50,0.06,-4.39,0.99,5.06,170,522,81,57
0.15,0.95,0.12,4.03,0.61,-5.19,0.96,6.60,274,531,88,51
0.15,0.95,0.11,2.44,0.31,-4.52,0.97,5.14,174,539,89,45
0.15,0.97,0.11,4.15,-0.18,-4.70,0.98,6.27,203,548,89,42
0.15,0.95,0.12,5.62,-0.49,-5.55,0.97,7.91,215,554,91,36
0.15,0.97,0.13,2.87,0.31,-6.47,0.99,7.08,216,562,90,31
0.16,0.98,0.13,2.26,1.16,-10.19,1.00,10.50,173,578,97,23
0.16,0.96,0.13,0.55,2.26,-13.43,0.98,13.63,181,601,100,15
0.18,0.96,0.12,-1.77,3.36,-14.47,0.98,14.95,134,624,104,12
0.18,0.98,0.12,-1.28,3.48,-16.17,1.01,16.59,133,643,104,8
0.18,1.02,0.13,-0.61,3.11,-23.01,1.05,23.23,111,669,111,4
0.20,1.15,0.13,-1.53,5.43,-37.84,1.17,38.26,76,708,112,0
0.21,1.23,0.15,-5.37,7.57,-56.64,1.25,57.40,39,744,110,0
0.25,1.23,0.11,-10.93,9.46,-78.49,1.26,79.81,18,770,104,0
0.29,1.25,0.04,-16.66,5.98,-110.53,1.28,111.94,11,789,102,0
0.33,1.20,0.03,-26.06,-0.31,-136.60,1.25,139.06,8,797,88,0
0.43,1.03,-0.05,-41.81,-6.10,-154.66,1.12,160.33,6,794,62,0
0.50,1.04,0.00,-68.48,-14.83,-169.13,1.15,183.07,5,780,34,0
0.56,0.96,-0.04,-90.82,-20.87,-162.66,1.11,187.46,3,774,20,0
0.58,0.58,-0.23,-107.67,-34.18,-139.53,0.86,179.52,2,740,11,0
0.49,0.58,-0.33,-127.69,-66.89,-81.48,0.82,165.58,1,735,5,3
0.22,0.66,-0.05,-81.91,-110.29,-14.47,0.70,138.14,1,707,0,3
-0.04,0.37,-0.15,-49.07,-145.57,34.30,0.41,157.40,1,694,0,4
-0.39,0.53,0.25,-42.11,-182.98,64.70,0.70,198.60,1,683,0,2
-0.50,0.45,0.28,-41.87,-152.53,74.95,0.72,175.03,1,690,0,2
-0.40,0.53,0.26,-56.34,-116.76,108.64,0.71,169.14,1,685,0,2
-0.19,0.85,0.30,-64.58,-101.14,146.42,0.92,189.31,1,679,0,1
0.08,1.09,0.28,-50.05,-92.65,158.57,1.13,190.35,1,672,0,2
0.26,1.12,0.19,-45.47,-110.29,158.26,1.16,198.19,1,679,0,2
0.46,1.27,0.20,-51.21,-144.35,145.26,1.37,211.09,1,678,0,3
0.64,1.29,0.27,-54.50,-185.30,120.54,1.46,227.68,1,679,0,1
0.58,1.28,0.38,-40.10,-210.08,97.41,1.46,235.01,1,677,0,1
0.52,1.12,0.42,-42.66,-210.88,63.05,1.31,224.20,1,686,0,2
0.42,1.02,0.61,-43.58,-177.37,31.98,1.26,185.42,1,696,0,2
0.49,1.23,0.86,-39.73,-118.47,0.98,1.58,124.96,1,692,0,2
0.64,1.23,1.03,12.88,-16.97,-63.23,1.73,66.72,1,662,0,5
0.48,0.15,0.08,59.33,30.27,-63.90,0.51,92.30,1,587,0,10
0.13,1.00,0.19,-6.41,-4.88,32.04,1.03,33.04,2,532,1,18
0.02,1.15,-0.02,-4.27,8.61,11.90,1.15,15.30,4,484,5,29
0.10,1.05,0.05,10.68,5.49,-11.96,1.06,16.95,8,466,11,43
0.17,0.93,0.09,20.75,1.10,-12.88,0.95,24.45,16,465,18,53
0.11,0.85,0.16,12.57,-0.18,-2.08,0.88,12.74,27,452,26,66
0.11,0.91,0.16,-4.52,3.97,0.98,0.93,6.09,40,445,30,75
0.12,1.03,0.09,-10.74,4.64,0.98,1.04,11.74,64,449,34,82
0.12,0.95,0.10,-9.46,2.75,-0.43,0.96,9.86,79,442,36,93
0.12,0.99,0.07,-11.54,2.01,-0.12,1.00,11.71,116,450,40,99
0.12,0.97,0.07,-8.67,1.16,0.31,0.98,8.75,123,445,41,104
0.11,0.99,0.06,-6.59,0.31,1.71,0.99,6.82,130,445,42,110
0.11,0.99,0.05,-0.98,0.85,1.89,0.99,2.29,152,441,43,115
0.11,0.98,0.06,2.81,0.12,2.01,0.98,3.46,165,444,45,120
0.11,0.96,0.08,5.68,-0.12,1.77,0.97,5.95,155,434,45,122
0.10,0.97,0.08,4.03,-0.18,0.73,0.98,4.10,241,436,45,126
0.10,0.96,0.09,1.46,0.12,-1.71,0.97,2.25,243,434,47,124
0.11,0.96,0.08,-0.43,-0.06,-1.95,0.97,2.00,226,437,47,121
0.11,0.97,0.07,-1.28,0.12,-2.26,0.98,2.60,158,441,50,121
0.11,0.96,0.07,-0.67,-0.43,-2.20,0.97,2.34,163,446,52,122
0.11,0.96,0.07,-0.55,-0.67,-2.62,0.97,2.76,188,452,54,117
0.11,0.97,0.07,0.06,-0.61,-2.32,0.98,2.40,246,456,54,112
0.11,0.95,0.08,0.49,-0.55,-2.75,0.96,2.84,207,462,55,109
0.11,0.97,0.07,-0.73,-0.92,-3.36,0.98,3.56,177,465,54,101
0.11,0.98,0.07,0.12,-0.67,-5.19,0.99,5.23,265,475,58,87
0.12,0.96,0.07,0.85,-0.43,-6.04,0.97,6.12,187,483,61,81
0.13,0.96,0.07,1.40,-0.79,-5.80,0.97,6.02,227,492,65,75
0.13,0.95,0.07,0.18,-1.10,-5.43,0.96,5.55,244,496,69,63
0.13,0.97,0.07,-0.24,-1.04,-5.43,0.98,5.54,218,502,70,61
0.13,0.97,0.07,-0.06,-1.34,-6.35,0.98,6.49,264,515,72,53
0.14,0.96,0.07,-0.24,-1.04,-7.26,0.97,7.34,290,524,69,44
0.13,0.97,0.07,-1.53,-1.59,-8.61,0.98,8.88,254,541,72,36
0.12,1.03,0.09,-5.68,-0.49,-12.76,1.04,13.97,193,562,71,23
0.10,1.08,0.10,-21.24,4.27,-33.14,1.09,39.60,283,607,68,11
0.13,1.05,0.12,-46.02,11.96,-56.27,1.07,73.67,170,663,66,2
0.22,1.18,0.02,-66.16,16.17,-73.24,1.20,100.02,91,708,63,1
0.24,1.18,-0.03,-71.84,13.79,-91.31,1.20,117.00,49,735,44,0
0.29,1.18,-0.07,-84.11,8.73,-123.72,1.22,149.85,30,749,29,0
0.43,0.87,-0.35,-167.42,0.06,-134.28,1.03,214.62,17,731,15,0
0.48,0.94,-0.61,-272.40,-29.30,-112.43,1.22,296.14,9,707,7,0
0.47,1.57,-0.38,-319.70,-64.27,-87.71,1.68,337.69,4,661,1,0
0.28,1.42,-0.10,-233.22,-67.75,-64.27,1.45,251.22,2,610,0,0
-0.08,0.88,-0.05,-7.02,-88.99,45.35,0.89,100.12,2,584,0,0
0.03,0.71,-0.10,-0.31,-219.60,81.30,0.72,234.17,2,599,0,1
-0.56,0.74,0.37,50.42,-254.39,85.02,1.00,272.92,2,611,0,1
-0.61,0.71,0.38,109.74,-201.66,106.51,1.01,253.09,2,639,0,2
-0.38,0.30,0.05,97.66,-128.30,127.81,0.48,205.75,1,645,0,3
-0.30,0.78,0.19,50.78,-93.69,152.95,0.85,186.42,1,656,0,2
-0.05,1.01,0.15,49.87,-60.18,168.58,1.03,185.82,1,657,0,2
0.17,1.17,0.10,51.09,-51.21,174.07,1.18,188.50,1,665,0,1
0.42,1.33,0.11,44.01,-60.49,139.28,1.40,158.10,1,687,0,1
0.70,1.39,0.15,45.90,-48.10,97.05,1.57,117.63,1,706,0,2
0.68,1.17,0.16,33.94,-41.32,73.49,1.36,90.88,1,716,0,0
0.90,1.08,0.09,32.90,-39.86,91.92,1.41,105.45,1,720,0,0
1.35,1.03,-0.07,4.39,-35.40,54.32,1.70,64.99,1,713,0,1
1.26,0.90,-0.01,-19.78,-25.33,2.81,1.55,32.26,1,718,0,2
1.12,0.91,0.08,-22.89,-17.27,-32.10,1.44,43.05,1,697,0,4
1.34,1.00,0.11,-7.20,20.02,-80.99,1.67,83.74,1,625,0,12
0.11,0.83,0.04,10.56,-6.10,-13.24,0.84,18.00,2,524,0,23
-0.06,1.12,0.03,21.67,-0.12,-6.84,1.13,22.72,5,492,2,36
0.03,0.99,0.18,10.44,-3.48,-29.66,1.01,31.64,12,474,8,56
0.15,0.96,0.12,7.08,0.00,-25.09,0.98,26.07,24,478,17,62
0.14,0.93,0.13,1.95,0.31,-14.16,0.94,14.30,36,481,27,68
0.12,0.98,0.13,-3.42,1.89,-10.80,0.99,11.49,61,478,30,73
0.15,0.96,0.10,-5.13,-0.12,-10.38,0.98,11.57,94,485,39,76
0.16,0.97,0.09,-4.94,0.49,-6.47,0.99,8.16,117,491,47,84
0.14,0.99,0.09,-2.26,0.79,-4.03,1.00,4.69,126,493,52,83
0.14,0.96,0.10,0.85,0.55,-3.91,0.98,4.04,214,498,53,88
0.15,0.97,0.09,2.08,0.43,-1.89,0.98,2.84,166,497,58,90
0.14,0.95,0.10,3.66,0.12,-0.73,0.96,3.74,153,500,59,89
0.13,0.97,0.11,4.09,0.00,-0.92,0.99,4.19,169,497,59,92
0.14,0.96,0.11,3.78,0.18,-3.60,0.98,5.23,243,498,62,88
0.14,0.95,0.12,2.75,0.37,-3.17,0.97,4.21,154,500,64,88
0.14,0.96,0.11,1.65,0.43,-3.23,0.98,3.66,245,505,67,86
0.14,0.96,0.11,1.83,0.55,-3.85,0.97,4.29,176,508,71,82
0.15,0.97,0.11,2.26,0.61,-4.88,0.98,5.41,190,516,75,77
0.16,0.95,0.11,4.76,-0.12,-5.25,0.97,7.09,200,521,78,71
0.15,0.94,0.12,5.37,-0.49,-4.76,0.96,7.19,181,526,78,63
0.15,0.95,0.12,4.03,-0.12,-4.82,0.97,6.28,151,530,83,60
0.16,0.97,0.12,3.48,-0.18,-5.98,0.99,6.92,283,543,84,52
0.16,0.95,0.13,2.50,-0.79,-8.24,0.98,8.65,201,553,88,42
0.16,0.95,0.13,0.24,-0.06,-8.97,0.97,8.98,254,570,93,31
0.17,0.97,0.11,-0.55,0.31,-11.17,0.99,11.19,163,590,95,24
0.17,0.98,0.13,0.06,0.92,-13.18,1.00,13.22,192,609,98,16
0.17,0.99,0.14,-1.53,2.38,-18.13,1.01,18.35,170,634,103,9
0.18,1.01,0.14,-4.39,4.27,-23.74,1.03,24.52,170,663,109,5
0.18,1.13,0.15,-11.41,5.55,-35.52,1.15,37.72,109,701,111,1
0.17,1.29,0.18,-18.43,10.68,-56.46,1.31,60.34,68,745,110,0
0.23,1.30,0.17,-29.42,15.14,-96.68,1.33,102.18,29,781,110,0
0.26,1.37,0.14,-37.96,18.55,-127.50,1.40,134.32,16,803,97,0
0.24,1.42,0.23,-51.64,21.06,-164.43,1.46,173.63,10,802,79,0
0.30,1.39,0.27,-67.20,35.83,-197.20,1.45,211.40,6,788,45,0
0.42,1.32,0.25,-80.69,62.19,-217.16,1.41,239.87,3,773,18,0
0.48,0.84,-0.04,-81.42,48.77,-200.26,0.97,221.61,2,735,7,0
0.21,0.86,0.05,-80.87,34.36,-150.63,0.89,174.39,1,698,1,2
-0.08,0.72,0.07,-9.22,33.08,-73.24,0.73,80.89,1,671,0,2
0.02,0.71,-0.18,37.66,-21.97,38.82,0.73,58.38,1,663,0,2
-0.38,0.62,0.11,77.64,-82.64,50.23,0.74,124.02,1,667,0,2
-0.52,0.38,0.00,100.10,-67.08,91.98,0.64,151.59,1,664,0,2
-0.43,0.54,-0.04,90.76,-39.55,137.76,0.69,169.64,1,656,0,2
-0.31,0.72,-0.10,80.08,-8.24,160.34,0.79,179.41,1,655,0,4
-0.12,0.92,-0.28,66.53,31.01,187.62,0.97,201.47,1,655,0,4
-0.04,1.12,-0.33,50.17,57.68,202.09,1.17,216.06,1,654,0,3
0.14,1.33,-0.36,29.66,87.40,202.03,1.39,222.11,1,648,0,4
0.21,1.50,-0.35,20.20,102.05,190.12,1.56,216.73,1,650,0,2
0.55,1.39,-0.54,-6.41,104.00,150.02,1.59,182.66,1,640,0,2
0.74,1.70,-0.24,8.97,123.78,119.20,1.87,172.08,1,648,0,1
1.07,1.32,-0.40,38.02,137.21,81.67,1.74,164.14,1,662,0,0
1.48,0.89,-0.52,49.93,140.50,80.32,1.81,169.37,1,663,0,1
1.69,0.85,-0.52,13.61,95.64,92.47,1.96,133.73,1,666,0,1
1.96,0.83,-0.54,-25.45,82.82,-3.78,2.20,86.73,1,652,0,3
1.09,1.41,0.09,-33.57,70.86,-85.69,1.78,116.15,1,571,0,10
-0.05,0.93,0.06,18.92,-3.85,-14.83,0.93,24.35,4,485,1,29
0.01,0.93,0.15,-26.00,-12.63,-22.46,0.94,36.61,14,440,8,66
0.06,1.23,0.00,-5.98,-6.04,-13.92,1.23,16.31,41,435,14,87
0.12,0.96,0.08,0.06,-0.92,-13.24,0.97,13.28,69,437,20,92
0.09,0.97,0.06,-6.29,2.62,-5.92,0.98,9.03,100,442,26,93
0.09,1.00,0.03,-5.00,-0.37,-6.65,1.00,8.33,138,449,28,96
0.11,0.98,0.03,1.95,0.79,-4.58,0.99,5.04,149,454,33,101
0.11,0.94,0.06,6.41,2.20,-1.71,0.95,6.99,171,452,37,107
0.10,0.98,0.06,3.11,0.73,-0.06,0.98,3.20,171,450,38,110
0.09,0.98,0.06,2.87,-0.31,-2.32,0.98,3.70,188,454,41,111
0.12,0.96,0.06,3.05,1.65,-2.69,0.97,4.39,190,460,44,111
0.11,0.96,0.06,1.40,1.04,-2.62,0.97,3.15,290,459,48,108
0.10,0.98,0.05,1.22,1.40,-2.99,0.99,3.52,186,462,49,105
0.11,0.97,0.05,3.05,1.16,-4.58,0.98,5.62,179,471,56,99
0.12,0.96,0.06,4.03,1.04,-4.27,0.97,5.96,230,477,58,96
0.12,0.94,0.06,3.66,1.22,-3.11,0.95,4.96,283,477,60,90
0.10,0.98,0.06,3.36,1.16,-2.75,0.99,4.49,262,483,62,84
0.11,0.97,0.07,5.07,1.53,-3.85,0.97,6.54,265,488,66,75
0.12,0.96,0.07,5.13,0.92,-3.72,0.97,6.40,238,490,67,73
0.12,0.97,0.07,4.94,0.55,-3.30,0.98,5.97,211,495,70,70
0.12,0.97,0.08,5.37,0.67,-4.58,0.98,7.09,202,497,69,62
0.12,0.97,0.08,6.23,0.61,-5.98,0.98,8.65,170,502,77,55
0.13,0.97,0.08,5.13,0.37,-6.96,0.98,8.65,218,511,81,44
0.13,0.98,0.08,4.76,2.14,-8.42,0.99,9.91,195,528,78,36
0.13,0.97,0.09,3.42,0.24,-11.84,0.98,12.33,307,546,85,26
0.13,1.00,0.10,0.98,0.37,-13.79,1.01,13.83,346,575,93,17
0.13,1.05,0.09,-0.92,1.28,-20.39,1.07,20.45,215,613,93,10
0.13,1.19,0.13,-3.97,5.68,-39.92,1.21,40.51,130,661,97,3
0.14,1.39,0.14,-12.39,11.29,-68.79,1.41,70.80,66,714,98,0
0.14,1.45,0.16,-20.20,15.44,-107.30,1.47,110.27,25,764,94,0
0.20,1.48,0.10,-21.00,17.15,-140.56,1.50,143.15,13,777,83,0
0.24,1.50,0.05,-6.23,20.08,-176.57,1.52,177.82,7,766,51,0
0.34,1.32,0.03,3.42,17.82,-191.35,1.36,192.20,4,743,30,0
0.44,1.12,0.04,17.09,16.48,-186.58,1.21,188.09,2,715,15,0
0.35,0.77,-0.00,33.63,13.24,-159.24,0.85,163.29,1,696,8,2
-0.01,0.56,-0.01,43.03,11.17,-77.51,0.56,89.36,1,675,3,2
-0.48,0.51,-0.06,38.33,18.68,-6.77,0.70,43.17,1,662,0,2
-0.36,0.54,-0.08,36.38,30.46,29.17,0.65,55.70,1,663,0,2
-0.38,0.41,-0.12,31.13,31.98,51.64,0.57,68.25,1,664,0,3
-0.44,0.52,-0.08,21.18,30.40,88.13,0.68,95.60,1,664,0,2
-0.15,0.74,-0.10,21.97,31.43,143.37,0.76,148.41,1,661,0,2
0.03,0.87,-0.14,17.40,21.48,163.27,0.88,165.59,1,657,0,1
0.04,1.10,-0.07,14.10,14.71,175.05,1.10,176.23,1,657,0,2
0.23,1.23,-0.09,8.61,15.69,173.65,1.26,174.56,1,656,0,2
0.27,1.37,-0.09,1.77,46.02,170.35,1.40,176.46,1,656,0,1
0.46,1.38,-0.18,-4.15,61.22,157.10,1.46,168.66,1,659,0,2
0.57,1.40,-0.15,-10.50,58.47,122.86,1.52,136.47,1,666,0,2
0.68,1.29,-0.13,-20.14,61.04,83.37,1.46,105.27,1,667,0,2
0.74,1.30,-0.01,-15.87,52.55,62.07,1.50,82.86,1,675,0,1
1.01,1.07,-0.08,0.18,46.81,65.92,1.47,80.85,1,672,0,1
1.22,0.97,-0.05,2.26,38.39,54.63,1.56,66.81,1,670,0,0
1.13,0.87,0.03,3.48,17.15,26.49,1.43,31.75,1,675,0,0
0.98,0.91,0.07,14.95,9.09,-5.13,1.34,18.24,1,681,0,0
1.05,0.95,-0.03,19.53,5.19,-19.17,1.41,27.85,1,683,0,2
0.40,1.02,0.10,18.55,-5.80,-65.92,1.10,68.72,1,614,0,8
-0.36,1.25,-0.09,15.20,-9.22,-39.37,1.31,43.19,2,506,0,21
0.07,0.93,0.06,37.60,-10.44,-44.13,0.94,58.91,5,475,1,34
0.12,0.94,0.13,11.11,-3.85,-18.37,0.96,21.81,9,461,8,52
0.07,0.99,0.10,5.74,-0.61,-7.75,1.00,9.66,18,462,13,65
0.07,0.93,0.13,-2.32,1.46,-9.58,0.94,9.97,33,463,16,71
0.10,1.00,0.06,-9.95,2.14,-11.72,1.00,15.52,53,469,26,77
0.14,1.00,0.04,-4.58,0.18,-9.83,1.01,10.84,76,470,33,85
0.11,0.98,0.06,1.28,-0.06,-4.82,0.99,4.99,91,470,38,93
0.09,1.00,0.06,4.15,-0.12,-5.19,1.01,6.64,130,469,42,97
0.10,0.95,0.10,4.46,-1.16,-7.57,0.96,8.86,136,469,49,94
0.13,0.94,0.07,1.40,1.83,-3.78,0.95,4.43,190,476,55,101
0.12,0.97,0.07,1.22,1.71,0.24,0.98,2.11,253,475,57,104
0.12,0.98,0.07,0.67,0.92,-0.49,0.99,1.24,177,473,55,107
0.12,0.97,0.07,2.69,0.85,-0.79,0.98,2.93,304,471,55,108
0.12,0.96,0.09,2.14,0.00,-0.61,0.97,2.22,260,474,56,109
0.11,0.97,0.08,1.95,0.61,-1.22,0.98,2.38,180,477,60,107
0.12,0.96,0.08,2.32,0.49,-1.77,0.97,2.96,202,477,61,104
0.12,0.96,0.08,2.26,0.24,-1.71,0.97,2.84,195,480,63,104
0.12,0.96,0.08,3.05,0.37,-1.40,0.97,3.38,204,485,63,101
0.12,0.97,0.08,4.21,0.31,-3.11,0.98,5.25,220,487,65,97
0.12,0.96,0.08,4.82,0.12,-3.66,0.97,6.06,209,488,66,90
0.12,0.95,0.09,5.13,-0.06,-3.85,0.97,6.41,225,495,67,85
0.12,0.97,0.09,4.46,0.31,-3.97,0.98,5.97,211,505,74,83
0.13,0.97,0.09,6.65,0.00,-5.49,0.98,8.63,242,510,77,78
0.13,0.96,0.10,6.53,-0.37,-6.71,0.98,9.37,305,522,81,68
0.12,0.98,0.11,5.37,-0.31,-8.91,0.99,10.41,201,537,83,50
0.14,0.99,0.11,4.76,0.06,-13.31,1.00,14.13,270,560,92,32
0.13,1.01,0.11,3.36,0.61,-19.23,1.03,19.53,204,594,93,20
0.15,1.10,0.11,2.62,0.92,-28.69,1.11,28.82,143,639,98,9
0.15,1.21,0.14,-1.65,1.95,-44.25,1.22,44.32,115,684,103,2
0.15,1.47,0.16,-13.85,5.80,-75.13,1.48,76.62,44,739,105,0
0.18,1.38,0.16,-13.24,16.91,-118.10,1.40,120.04,17,775,100,0
0.23,1.49,0.11,-8.73,18.68,-146.12,1.51,147.57,8,784,78,0
0.28,1.43,0.08,-1.53,17.70,-173.28,1.46,174.19,4,770,46,0
0.39,1.21,0.03,2.01,14.59,-185.06,1.27,185.64,2,754,23,1
0.42,0.95,0.01,-6.35,3.05,-172.49,1.04,172.63,2,739,11,4
0.10,0.72,-0.00,-19.53,-9.46,-130.80,0.72,132.59,1,703,5,6
-0.24,0.59,0.01,-12.15,-23.32,-77.94,0.64,82.26,1,686,0,6
-0.43,0.66,0.04,-11.41,-33.81,-11.47,0.78,37.49,1,680,2,4
-0.45,0.53,0.03,3.72,-24.60,29.17,0.69,38.34,1,671,0,6
-0.44,0.47,-0.03,-1.53,-10.13,79.96,0.64,80.61,1,664,0,4
-0.31,0.65,-0.01,-2.38,-2.38,120.42,0.72,120.47,1,663,0,5
-0.16,0.76,-0.03,-3.54,-2.62,144.90,0.78,144.96,1,658,0,6
-0.04,0.94,-0.02,-3.54,-3.42,164.25,0.94,164.32,1,655,0,6
0.08,1.11,-0.04,-6.96,-1.59,173.46,1.12,173.61,1,655,0,5
0.17,1.33,-0.04,-9.46,2.38,179.38,1.34,179.65,1,657,0,4
0.31,1.41,-0.12,-10.19,11.96,177.92,1.45,178.61,1,659,0,5
0.44,1.47,-0.14,-14.10,17.76,155.76,1.54,157.40,1,661,0,3
0.57,1.45,-0.11,-16.11,16.05,101.56,1.56,104.08,1,669,0,4
0.69,1.19,-0.04,-37.96,17.46,67.32,1.37,79.24,1,674,0,3
0.81,1.09,0.03,-50.48,22.46,53.77,1.36,77.10,1,679,0,2
0.89,0.98,0.11,-29.42,11.54,97.23,1.33,102.24,1,677,0,3
